,0
3590,@Delta_Foxtrot_
3591,@VascoAzougado
3592,@Maryin72
3593,@JhakeGuttz
3594,@betobarbo
3595,@praises2014
3596,@deny_denyca23
3597,@SalgueiroMG
3598,@claudia_provasi
3599,@CANAL_do_ALONSO
3600,@cleberbar01
3601,@AlmeidaAlzira
3602,@MariaIlka1
3603,@assi_spm
3604,@carlacalisto
3605,@SandroS63422915
3606,@dujunace
3607,@ls_luiss
3608,@CleopatraMedi13
3609,@faminasferreira
3610,@Shafa1844
3611,@idolatrianao
3612,@Adilson99186386
3613,@Biribis3
3614,@lee_leuda
3615,@erivan1027
3616,@Iro_SomosMoro
3617,@sandracarvalho3
3618,@profeborto
3619,@fernandor159
3620,@Eduardo64202628
3621,@Lucas20988753
3622,@Dseccon
3623,@Lauragomessant1
3624,@GimersonCavalc1
3625,@anncavalierigm1
3626,@freitass11
3627,@JushonMiguel
3628,@rickcarvalho007
3629,@tupihgl
3630,@mmpalha64
3631,@PngLuiz
3632,@MauriceclaudeD
3633,@Joaquim30147111
3634,@Satya61170039
3635,@piggytoulouse
3636,@andrebranun
3637,@Regina93243572
3638,@jluiztuittecom
3639,@Jhonjavi00007
3640,@zezinho_j
3641,@Fcoimbra
3642,@dawncool56
3643,@brwninh4
3644,@SSRE05187441
3645,@ronaldomsrt
3646,@mayaradesaviei1
3647,@tatianavvs
3648,@DjeiniferB
3649,@AqueleTipo2
3650,@SoaresJose20
3651,@AiltonPrince
3652,@AltinhoRJ
3653,@Alexand91374018
3654,@simardi_paulo
3655,@AnaPezzutto
3656,@MaluhMartins1
3657,@HallissonRenan
3658,@switchhere01
3659,@Conceio53519669
3660,@jk_mannan
3661,@juyongmateoc
3662,@geovanirafaelc1
3663,@AudreyCarmo
3664,@eri_leite
3665,@Daniela95961088
3666,@ltamega
3667,@oscomunistas
3668,@TiescoLucas
3669,@italomaia
3670,@salatiel_argonn
3671,@enooliveira
3672,@RamonSyllva29
3673,@AderlanSerafim
3674,@Lo_picoe
3675,@tobararbulu
3676,@be25664628
3677,@leonez56
3678,@gabbgoal
3679,@zawojanka
3680,@FabianeRAlc
3681,@GillsonOlliver
3682,@iansmit58861933
3683,@odio_nao
3684,@Ophelia13822556
3685,@scj1112
3686,@leandrocristais
3687,@PedroJardim60
3688,@RafaPulz
3689,@HudsonRamon3
3690,@Rodrigues_mazim
3691,@Dutramda
3692,@Alex_JDiniz
3693,@stephanieleao
3694,@GiohTenorio
3695,@WilliamLourenc0
3696,@fativiclu20
3697,@FrankCo42359705
3698,@mzsierrababy
3699,@chicaodornelas
3700,@WanderlleySP1
3701,@agness_ja
3702,@Marcin_1412_2
3703,@dlocatei
3704,@Dr_AndrePinto
3705,@bronzemolles
3706,@apturini
3707,@1lucas_barboza
3708,@CaioMon17835801
3709,@GilvaneFelipe
3710,@ana42ps
3711,@ginaduarte1407
3712,@ConsuMll
3713,@aTurinMT
3714,@MichelePiresdo1
3715,@znlira
3716,@_afadamadrinha
3717,@LediMachado
3718,@policialliberal
3719,@Tsayeg
3720,@jurivaldo_serpa
3721,@lsgmeira
3722,@Jacquelinespfc
3723,@AdlerFiliph
3724,@fabiomendes
3725,@HelenaIlca
3726,@Lidisaura
3727,@SidneyAffonso
3728,@TripasB
3729,@NsJuliao
3730,@carmosergio
3731,@LeirePires
3732,@neiesteves
3733,@letspoker
3734,@EleitoraA
3735,@lymphopenia_
3736,@tanocas_31
3737,@reynoldsDeeBR
3738,@prdmsd
3739,@Eduardo95174250
3740,@BetoAD
3741,@Marquinhossy
3742,@FRANCIELUDI
3743,@avennqp
3744,@nancyafc
3745,@GDinizz33
3746,@IgorSilvaLeao
3747,@pablori70578791
3748,@PsoccerCOM
3749,@Du65713213
3750,@BobCorder6
3751,@AnaLuizaHolan10
3752,@GilvanMontalvo2
3753,@tzaroliveira
3754,@21_felipee
3755,@Tazmnico1
3756,@GladysE56460042
3757,@Catia41539649
3758,@lucasnicoliof
3759,@Caio_de_Santi
3760,@renato_nathios
3761,@MatheusRCond2
3762,@camilinharmm
3763,@Cyara2001
3764,@Emanotel
3765,@dannyhel_mont
3766,@euaseven21
3767,@marcus_vasc
3768,@IuriFiedoruk
3769,@LizotAnderson
3770,@opsimata_
3771,@Lacquered_World
3772,@LuciaFariasTri1
3773,@iabsilva2
3774,@OxenteRichard
3775,@SlimaaJ
3776,@LuciaCa86838545
3777,@EPVascons81
3778,@MarceloRNunes2
3779,@allandospanos
3780,@Ijunqsouza
3781,@betorv
3782,@VeraMor92370998
3783,@hatakiph
3784,@Pity542
3785,@FernandoMagnat3
3786,@Pedro45082051
3787,@Ivanildogonzag4
3788,@Jonatas_JJ48
3789,@jorge_a_secas81
3790,@Sampaio3Teresa
3791,@rosaneloureiro1
3792,@MonicaVivaBR_bk
3793,@johnlordcroft
3794,@Claudia03268410
3795,@GUMERCINDOFJ
3796,@ttdaAnne_Mac
3797,@alexvaccari
3798,@Mouses00325403
3799,@mipajujuju
3800,@LiPe77543501
3801,@anabernardi
3802,@Marina92011959
3803,@Elianed22388575
3804,@Nena28914013
3805,@JssicaS47289164
3806,@pedrosenab
3807,@DeMoraesLucia1
3808,@Grazian34516229
3809,@LiliPalmer19
3810,@hmarrocos
3811,@ReiffBotelho
3812,@VelascoRodolfo
3813,@mafarodryguez
3814,@AbramoMiriam
3815,@cvenicius1
3816,@MarcusImai
3817,@jeras_
3818,@dinoratdu
3819,@patbalbi
3820,@gracasalume
3821,@sisuper1000
3822,@nalgumlugar1
3823,@camposamd
3824,@NegoSwag
3825,@Unknownical
3826,@eduardopern
3827,@Cal_Odis
3828,@MesqN
3829,@BaptistaKiko
3830,@Oliveira27M
3831,@Rum_Santos
3832,@EscorpioesPoder
3833,@dptmateus
3834,@asinfinitaspo
3835,@LNunes2003
3836,@Ronei84546877
3837,@biacarvalhoarmy
3838,@andretavere
3839,@regina_advogada
3840,@HELIO1976
3841,@GuerraValesca
3842,@juninhobentojb
3843,@Zachazaidan1
3844,@Quimnn
3845,@Lobao77318841
3846,@tonylobato
3847,@LuizClu62340698
3848,@DomPedroII27
3849,@ContraOsIdiotas
3850,@Valmir145
3851,@AnanabDy
3852,@olhandoamare
3853,@jcdaudtdel
3854,@RenatoR74035002
3855,@cauebg
3856,@revistalavie
3857,@ikauffmyself
3858,@AnaLima191287
3859,@Nataliafemini
3860,@Brunocargo
3861,@rulhas
3862,@HanzoTakaki
3863,@Tedy19121980
3864,@Ligia_Vanessa_
3865,@ellenleto_
3866,@andre_bvs
3867,@veraluciadutra
3868,@phoenixWica
3869,@ummilbauer
3870,@Bernardofroesg
3871,@CrCasemiro
3872,@HAROLDOPICANCO
3873,@DanielCarvalh42
3874,@LiberalMinion8
3875,@bernardorcha
3876,@ApolonioIlson
3877,@Rodrigo04280016
3878,@RodrigoGuedes20
3879,@JlioVeleda
3880,@TerceiraViaRec
3881,@chibi_toad
3882,@ReiZafir
3883,@marola1971
3884,@prie_bianca
3885,@GilsonCBaixa
3886,@ZoroastroSantos
3887,@jjunqmor
3888,@ClaudioMachado
3889,@deia1967
3890,@lboucinh
3891,@Paz_no_mundo_
3892,@Vc_Decide_
3893,@renataagostini
3894,@EdmilsonSantoro
3895,@padedutra
3896,@isabeleflor1
3897,@PEDROSIDRIM
3898,@MariaSlviaoliv1
3899,@DeixarVou
3900,@hiporcritabr
3901,@_gonc4lves_
3902,@JosApar03004165
3903,@lucianogonzaga
3904,@VLobio
3905,@Henriqueadv77
3906,@donadecasa55
3907,@feibian76
3908,@Regina_goiana
3909,@uzimeliat
3910,@LuizAntonioFr17
3911,@Jwls28835440
3912,@Georgiana3007
3913,@antonioerjr2009
3914,@aguia55rocam
3915,@brunoejb_angra
3916,@LocioDanielle
3917,@silnogacz
3918,@soImpunidade
3919,@NinaRL240
3920,@pink_pink16
3921,@MrSinue
3922,@matheusBBarni
3923,@AdelsonAntoni12
3924,@Jammie_Sommers
3925,@Leandro96801671
3926,@dani38013780
3927,@ailuminadaa
3928,@LuizGananca
3929,@Charles77564801
3930,@markkrm
3931,@RaquelEstefany0
3932,@luigi_cardeles
3933,@marcelamrahal
3934,@PauloRicardoad
3935,@my_life_trash_d
3936,@DanAdjuto
3937,@GabrielM4889
3938,@StanleyBresh
3939,@PManattis
3940,@domluizpedreira
3941,@GabrieldeMacedo
3942,@IoneLCordeiro
3943,@dautoloko
3944,@AparecidaAngela
3945,@Margui_78
3946,@DeicideUH
3947,@Dede19631
3948,@Thedougrafa
3949,@KleberRibeiroC3
3950,@PedroBeltrao27
3951,@vini_murad
3952,@Ptjaybirdie
3953,@Ronaldo36610944
3954,@sakumamax
3955,@jeannemirandac1
3956,@EdisonAquiles
3957,@pombo_miope
3958,@Dulce59753771
3959,@angelarosane
3960,@angelolins
3961,@VeraRoc55213094
3962,@cidinhachanut1
3963,@manel_gf
3964,@mizunokioku1
3965,@AtilaSi60431970
3966,@astga14
3967,@Nahuel0295
3968,@NarabmShika
3969,@diceliaguy
3970,@questioner_heal
3971,@geruzalima2
3972,@ArbizaCarolina
3973,@olegariogutman1
3974,@RenatoTojol
3975,@WSPEDROSA
3976,@engdohawaii2
3977,@vivigreice20
3978,@MariaFe00497478
3979,@eusouumoutro
3980,@FranciscoBBAANN
3981,@fctiepo
3982,@liamabat
3983,@luanzinho024
3984,@romulo_flores
3985,@OsmardeSiqueir1
3986,@manteuffel_t
3987,@bozo_bot
3988,@ferreiradriane_
3989,@gabrieljgranado
3990,@piperno
3991,@pjclps
3992,@jaumesol
3993,@STYLEJDB
3994,@Xhadoamazonas1
3995,@Interceptorvoid
3996,@KailanRickelme_
3997,@acima38Brasil
3998,@pedroco59424938
3999,@Diegoalves_t
4000,@LadyCasannova
4001,@ParmenedesDias
4002,@regiscavalcante
4003,@vjuliao
4004,@Eduardo06403096
4005,@NOCHOICE19
4006,@TIOFONTES48
4007,@ralvarezdj
4008,@DigitalCredArg
4009,@FreddyFreedon
4010,@ahora_credito
4011,@Ricksemdestino
4012,@creditosalbert1
4013,@MariaFeistauer
4014,@Cynthiafontesl1
4015,@macedoromulo
4016,@DEDE2201552289
4017,@Leoservoam
4018,@Amilton_Brito
4019,@Cesarol35701311
4020,@AtaulfoSilva
4021,@Adriana63495174
4022,@CarmenNbrega1
4023,@Stedders1975
4024,@MarinesMoura
4025,@alciopitt2
4026,@sidartareis
4027,@luisludfilipe
4028,@luizpaulotexugo
4029,@DecioPinheiroJr
4030,@RosauraNanini
4031,@gggerius
4032,@Brutn11
4033,@FtimaAp61076563
4034,@matheus83309930
4035,@Biaolaso
4036,@LeonardoRib198
4037,@Fredericogmene1
4038,@whiterudeleo
4039,@antonioffc_
4040,@Lianne306
4041,@EritonBonfante
4042,@MendesIlan
4043,@lunarobb
4044,@spfc11lucio
4045,@didspn
4046,@nao_e_narrador
4047,@Thaaismulo
4048,@rosa_sane
4049,@pretapreteenha
4050,@f_delachance
4051,@UniverLove06
4052,@WatanabeSanae
4053,@lucasrzo_
4054,@HbBecker
4055,@TelmaGuimares8
4056,@Asleyily1
4057,@garotagomz
4058,@takervictor
4059,@ooohAndre
4060,@AiboFabricio
4061,@bigcrock88
4062,@Adri_Buarque
4063,@lins1954
4064,@sgpcuca
4065,@Willian_1886
4066,@gustavo40362913
4067,@marileneoliva
4068,@sodrejic
4069,@sergiochamone
4070,@henrique_oscar2
4071,@Mari84005639
4072,@mulekepiloko
4073,@DaliDal17
4074,@Angemonx
4075,@Ane33958206
4076,@Alex_fichtler
4077,@otaldomineiro
4078,@laay4566
4079,@gabiabdalla_
4080,@MaximilianDorn9
4081,@cae_dragen
4082,@claaudia357
4083,@mviniciusfaria
4084,@giovanabronzato
4085,@ovinizito
4086,@luenne_serra
4087,@cef1942spbrasil
4088,@brasildiferent6
4089,@RannahBanana
4090,@MequiiiTonzinho
4091,@idalezio
4092,@borgeszinha_
4093,@Shishah_arq
4094,@JulianaDomme
4095,@AnaaaRib
4096,@Barbie_ativista
4097,@OzielCosta_
4098,@RuubensNogueira
4099,@loucapordrama
4100,@Rafinha_kchorro
4101,@ana_koschelny
4102,@SeverinoBrito5
4103,@drinksheeran
4104,@re_alabarces
4105,@TsubasaMai
4106,@danielafmsgomes
4107,@estrelitzia1
4108,@CrisCatiab
4109,@Maelperera01
4110,@Andreia_rocha
4111,@wiliamterroso
4112,@karolinagyn
4113,@eugabrieleconte
4114,@bethsantosadv
4115,@tinefisio
4116,@bruno_filipe_01
4117,@demadaman
4118,@VPedruzi
4119,@antonio_jcamoes
4120,@PurgatoryFox
4121,@RooseveltPaixao
4122,@dcosta_111
4123,@mparisati
4124,@HenriqueHanse
4125,@Nexakrull
4126,@nunorccoelho
4127,@tom_volde2
4128,@Antoniocesar99
4129,@Patricia7325651
4130,@jvRonchi5
4131,@steeteh
4132,@paivacaio
4133,@rhanaxy
4134,@Nikky92995547
4135,@amanda2014acgs
4136,@yameteonii_chan
4137,@croismo
4138,@conchaalopes
4139,@gimellofranca
4140,@LuhKpp
4141,@NovasRodrigo
4142,@reis_shirley
4143,@MonicaRRDB
4144,@Diiogoluca
4145,@rubenpbsp
4146,@KarielePerez
4147,@Eduardo58175614
4148,@isabellaihaaa
4149,@NaianeMaraSouz1
4150,@RafaelEd301
4151,@samantanunes
4152,@Vanessa51449450
4153,@Lucas32246869
4154,@jggoss
4155,@AbelirioVale
4156,@monica_chang
4157,@xxbruninx
4158,@antunes_anagcs
4159,@edbruchr250
4160,@roussadoviegas
4161,@paulovictor2928
4162,@DaniPaulistinha
4163,@marllo_on
4164,@SuzaneSarno
4165,@denislgf
4166,@dacostaellie
4167,@BazzanAlexia
4168,@lucasmmazevedo
4169,@lua_na_agua
4170,@_Caroliiiinaa_
4171,@spo_tex
4172,@jussieteixeira
4173,@GuriaaDoSul
4174,@Rodrigo97700921
4175,@bia8coelho
4176,@ClacksG7
4177,@LuuhGuerra
4178,@AchaJavilor
4179,@Fogudomalotado
4180,@AfonsoStark
4181,@crisluizetto
4182,@ka_3023
4183,@keilakos
4184,@GeraldoMilians
4185,@ellzager
4186,@paulakmc
4187,@KelMenezes9
4188,@quasemiss
4189,@xxxvanexxxx
4190,@MariaIs73948174
4191,@AndrLuisSil
4192,@LukezadaTJK
4193,@marisascruz
4194,@NemLulaNemBol
4195,@bmkraemergmail1
4196,@IgnacioYbanez
4197,@ozeiaspps
4198,@WanderleiaLim10
4199,@robsontpminas
4200,@LeonLeo73409728
4201,@Brisa43259555
4202,@gracinda_gratao
4203,@FabrcioValrio1
4204,@NelsonZornitta
4205,@SFutorian
4206,@bEL13gOyuhkpMQq
4207,@gaarciaabraavo
4208,@AntonioSous
4209,@LeilaJorgeAntu1
4210,@Ivani_Rahal
4211,@niillaaaaa
4212,@Plucior
4213,@fsdfreitas
4214,@AnaVMartins1
4215,@LalinhaSandra
4216,@EricLineker27
4217,@gabriellaumanag
4218,@marilea_menezes
4219,@Victor9Ferreira
4220,@danielcarv_07
4221,@tuelo111
4222,@flipper09112
4223,@andrevcm90
4224,@LE0PTA
4225,@17cd7513772a4e7
4226,@LitoFSGC
4227,@soeiro_v
4228,@TiuDaPacoca
4229,@not_unamuno
4230,@betinhogomes
4231,@innesgomes3
4232,@FehNux
4233,@marceloalves762
4234,@luanafilipa2022
4235,@zamukafunkrock
4236,@DondaRay
4237,@kpopAlternative
4238,@ninamaria1978
4239,@GomesGothardo
4240,@Caiofqg
4241,@philipespier
4242,@Lynikerrr
4243,@aldebaran13PT
4244,@_beeBru
4245,@catarinadppinto
4246,@belzaelmusic_
4247,@AngelikaLima5
4248,@leandrocunha123
4249,@mariasinha28
4250,@Tro0zinho
4251,@edsonalmeida
4252,@RobertoRibeir29
4253,@Rosaoliva2019
4254,@ZedAlmeida
4255,@GADOBR
4256,@luizcaarloscrf
4257,@luismarinho98
4258,@NeiaLazzari
4259,@Helisan1
4260,@PedroErDias
4261,@Gmbnogueira
4262,@VickiVBowen2
4263,@lollarepu
4264,@CarlosVacaria
4265,@Laila28770076
4266,@CaioCruz3991
4267,@LuizPlusPlus
4268,@Alves20Gaby
4269,@Petbunny4
4270,@zeericardo96
4271,@erikmalagrino1
