Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
SuzeteAssisMelo,,78.27,,,,,,,,,,,,,,,
jucivan23carlos,,78.27,,,,,,,,,,,,,,,
Af1Prado,,78.26,,,,,,,,,,,,,,,
cleberba,,78.26,,,,,,,,,,,,,,,
NayaraL83597339,,78.25,,,,,,,,,,,,,,,
JairMSo,,78.21,,,,,,,,,,,,,,,
LannaAlbu,,78.21,,,,,,,,,,,,,,,
AndrKalil,,78.21,,,,,,,,,,,,,,,
marcio_brasil38,,78.18,,,,,,,,,,,,,,,
imperador1979,,78.18,,,,,,,,,,,,,,,
DIEGOALANPESSO1,,78.18,,,,,,,,,,,,,,,
SolangeBernucc1,,78.17,,,,,,,,,,,,,,,
j11467404,,78.17,,,,,,,,,,,,,,,
NandoLima0709,,78.17,,,,,,,,,,,,,,,
BrasilOki,,78.16,,,,,,,,,,,,,,,
jssantos1949,,78.16,,,,,,,,,,,,,,,
Bhetiio,,78.15,,,,,,,,,,,,,,,
NaniGardin,,78.14,,,,,,,,,,,,,,,
SidneiAmorim9,,78.13,,,,,,,,,,,,,,,
DrParfam,,78.12,,,,,,,,,,,,,,,
drigotatos,,78.11,,,,,,,,,,,,,,,
pregadorodrigo,,78.1,,,,,,,,,,,,,,,
Vicente69223916,,78.1,,,,,,,,,,,,,,,
Rogerio14423186,,78.1,,,,,,,,,,,,,,,
Gbarbosa737,,78.07,,,,,,,,,,,,,,,
BrasilHaitiAfri,,78.07,,,,,,,,,,,,,,,
Cabuloso49,,78.05,,,,,,,,,,,,,,,
GinaVictor4,,78.05,,,,,,,,,,,,,,,
filipeco86,,78.04,,,,,,,,,,,,,,,
SandroNeideAlm1,,78.04,,,,,,,,,,,,,,,
tetemoraes9,,78.03,,,,,,,,,,,,,,,
luisccysne,,78.02,,,,,,,,,,,,,,,
bihannotop,,78.02,,,,,,,,,,,,,,,
pastordavid19,,77.99,,,,,,,,,,,,,,,
Claudio33033003,,77.98,,,,,,,,,,,,,,,
EdimarTR12,,77.96,,,,,,,,,,,,,,,
PokornyMilton,,77.96,,,,,,,,,,,,,,,
rponteslima65,,77.96,,,,,,,,,,,,,,,
alexandre_melao,,77.96,,,,,,,,,,,,,,,
ElimaEmerson,,77.95,,,,,,,,,,,,,,,
MirandaHelvecio,,77.92,,,,,,,,,,,,,,,
johnilhabelagm1,,77.92,,,,,,,,,,,,,,,
juliogustavosfc,,77.91,,,,,,,,,,,,,,,
bistrodomar,,77.9,,,,,,,,,,,,,,,
claudiocampos49,,77.9,,,,,,,,,,,,,,,
MartinhoSsa,,77.89,,,,,,,,,,,,,,,
keltonkirtan,,77.89,,,,,,,,,,,,,,,
andre14bnh,,77.89,,,,,,,,,,,,,,,
Rubar2711,,77.89,,,,,,,,,,,,,,,
R_Cheberle,,77.88,,,,,,,,,,,,,,,
PHCLR_real,,77.88,,,,,,,,,,,,,,,
Charlys___crf,,77.87,,,,,,,,,,,,,,,
hhurbano,,77.84,,,,,,,,,,,,,,,
vaasbrasil,,77.83,,,,,,,,,,,,,,,
Belfav,,77.83,,,,,,,,,,,,,,,
koelhert,,77.8,,,,,,,,,,,,,,,
EFurinho,,77.8,,,,,,,,,,,,,,,
Sanner13357036,,77.8,,,,,,,,,,,,,,,
SenhoraJp,,77.79,,,,,,,,,,,,,,,
Ale100Paciencia,,77.78,,,,,,,,,,,,,,,
JeffersonDDuch,,77.78,,,,,,,,,,,,,,,
VilmarSilvadaS2,,77.78,,,,,,,,,,,,,,,
zefarias63,,77.77,,,,,,,,,,,,,,,
Robertouchoa62,,77.77,,,,,,,,,,,,,,,
AnaKare54808471,,77.76,,,,,,,,,,,,,,,
Luisvaldo,,77.75,,,,,,,,,,,,,,,
LouseViajante,,77.74,,,,,,,,,,,,,,,
KeillaSamara,,77.73,,,,,,,,,,,,,,,
diefgomes,,77.73,,,,,,,,,,,,,,,
AlvesMarcioRJ,,77.71,,,,,,,,,,,,,,,
Felipeassjesus,,77.69,,,,,,,,,,,,,,,
ChristianSarai5,,77.69,,,,,,,,,,,,,,,
lemospolitico,,77.69,,,,,,,,,,,,,,,
meupaiseursal,,77.67,,,,,,,,,,,,,,,
MonicaLussy,,77.67,,,,,,,,,,,,,,,
BolsonaroSbt,,77.66,,,,,,,,,,,,,,,
Natasha10125663,,77.65,,,,,,,,,,,,,,,
Oliver69Oliver2,,77.64,,,,,,,,,,,,,,,
SimoneReisdaco2,,77.64,,,,,,,,,,,,,,,
adnaeldomingos,,77.62,,,,,,,,,,,,,,,
sdoliv01,,77.61,,,,,,,,,,,,,,,
RBarborsa,,77.6,,,,,,,,,,,,,,,
AndoliniDom,,77.59,,,,,,,,,,,,,,,
adriana17419328,,77.58,,,,,,,,,,,,,,,
GenaraOliveira1,,77.58,,,,,,,,,,,,,,,
WelitonMGuimar1,,77.57,,,,,,,,,,,,,,,
MRCM2709,,77.57,,,,,,,,,,,,,,,
FelipeS50491089,,77.53,,,,,,,,,,,,,,,
maravapi,,77.52,,,,,,,,,,,,,,,
LuizDSilveira,,77.51,,,,,,,,,,,,,,,
Neusa53Marques,,77.51,,,,,,,,,,,,,,,
jeanfc0789,,77.51,,,,,,,,,,,,,,,
ketpfs1977,,77.51,,,,,,,,,,,,,,,
helefranklin,,77.51,,,,,,,,,,,,,,,
Rodrigo98850554,,77.5,,,,,,,,,,,,,,,
CelioAlves1403,,77.49,,,,,,,,,,,,,,,
frutu01,,77.48,,,,,,,,,,,,,,,
LuanaLimaLuz3,,77.48,,,,,,,,,,,,,,,
RC310848,,77.48,,,,,,,,,,,,,,,
dircebor,,77.47,,,,,,,,,,,,,,,
eduardo54646,,77.47,,,,,,,,,,,,,,,
iaiabemcasados,,77.46,,,,,,,,,,,,,,,
ReginaldoVomst1,,77.46,,,,,,,,,,,,,,,
JelderConsultSP,,77.46,,,,,,,,,,,,,,,
guihaddad,,77.46,,,,,,,,,,,,,,,
costamauricio7,,77.46,,,,,,,,,,,,,,,
Jasielfarias01,,77.42,,,,,,,,,,,,,,,
yah_uah,,77.42,,,,,,,,,,,,,,,
Eduardoegg2,,77.41,,,,,,,,,,,,,,,
G0269655875,,77.41,,,,,,,,,,,,,,,
m_souzaj,,77.4,,,,,,,,,,,,,,,
Venil49silva1,,77.4,,,,,,,,,,,,,,,
ChobasB,,77.39,,,,,,,,,,,,,,,
Dranasm,,77.39,,,,,,,,,,,,,,,
Dneymouta,,77.38,,,,,,,,,,,,,,,
MarcoMEIRELLE12,,77.37,,,,,,,,,,,,,,,
Conservador38,,77.36,,,,,,,,,,,,,,,
VivianeCroft,,77.34,,,,,,,,,,,,,,,
Maria491091542,,77.34,,,,,,,,,,,,,,,
salustrijunior,,77.33,,,,,,,,,,,,,,,
ARE_P_I_M_P,,77.33,,,,,,,,,,,,,,,
leite_cassya,,77.33,,,,,,,,,,,,,,,
Eloy1957,,77.32,,,,,,,,,,,,,,,
CarlosSECCO6,,77.31,,,,,,,,,,,,,,,
cleiton_d7,,77.31,,,,,,,,,,,,,,,
WalquiriaGiral1,,77.29,,,,,,,,,,,,,,,
Jjorgedias7,,77.29,,,,,,,,,,,,,,,
silvakoetz,,77.29,,,,,,,,,,,,,,,
JL22345,,77.28,,,,,,,,,,,,,,,
MariaGuinaraes,,77.27,,,,,,,,,,,,,,,
Pollyana230998,,77.26,,,,,,,,,,,,,,,
ReginaceliaTL,,77.24,,,,,,,,,,,,,,,
REGINAGVIEIRA,,77.24,,,,,,,,,,,,,,,
Lulaflixx,,77.23,,,,,,,,,,,,,,,
Gisele_MS2,,77.23,,,,,,,,,,,,,,,
RSena027,,77.22,,,,,,,,,,,,,,,
Flavian77573216,,77.22,,,,,,,,,,,,,,,
Bete40979644,,77.21,,,,,,,,,,,,,,,
RodrigoVHilario,,77.21,,,,,,,,,,,,,,,
Frederi69140226,,77.2,,,,,,,,,,,,,,,
MarcosMattos_BR,,77.2,,,,,,,,,,,,,,,
OdilonVillela,,77.2,,,,,,,,,,,,,,,
markeka_mar,,77.19,,,,,,,,,,,,,,,
wschneider27,,77.19,,,,,,,,,,,,,,,
DinauraO,,77.18,,,,,,,,,,,,,,,
bayasmim,,77.18,,,,,,,,,,,,,,,
InBarreto,,77.17,,,,,,,,,,,,,,,
monicaarantes,,77.15,,,,,,,,,,,,,,,
Junior53461806,,77.15,,,,,,,,,,,,,,,
Mvallefilm,,77.14,,,,,,,,,,,,,,,
jrlimmaa_,,77.14,,,,,,,,,,,,,,,
AndradeSilvio12,,77.13,,,,,,,,,,,,,,,
Phgodoy,,77.13,,,,,,,,,,,,,,,
MarcoRedDevil,,77.13,,,,,,,,,,,,,,,
Vovoconsuelo,,77.13,,,,,,,,,,,,,,,
adilson_online,,77.12,,,,,,,,,,,,,,,
ronaldojunior29,,77.12,,,,,,,,,,,,,,,
costa_adimilson,,77.12,,,,,,,,,,,,,,,
BabayagaTon,,77.11,,,,,,,,,,,,,,,
Aurelia79872937,,77.1,,,,,,,,,,,,,,,
almirQueiroz9,,77.1,,,,,,,,,,,,,,,
jeanbrazil69,,77.1,,,,,,,,,,,,,,,
RubialeJose,,77.09,,,,,,,,,,,,,,,
RRubinei,,77.09,,,,,,,,,,,,,,,
eugenioepsp,,77.09,,,,,,,,,,,,,,,
billybill0908,,77.07,,,,,,,,,,,,,,,
VovoMeyer,,77.07,,,,,,,,,,,,,,,
SidneyR1409,,77.07,,,,,,,,,,,,,,,
agilson_mello,,77.07,,,,,,,,,,,,,,,
AlexMagnusAM,,77.07,,,,,,,,,,,,,,,
JMasterhunter,,77.06,,,,,,,,,,,,,,,
SobreiroLazaro,,77.06,,,,,,,,,,,,,,,
Paulolacerdac,,77.05,,,,,,,,,,,,,,,
arialjunior,,77.05,,,,,,,,,,,,,,,
h_cacaroto,,77.05,,,,,,,,,,,,,,,
CampeloAri,,77.05,,,,,,,,,,,,,,,
Lillith2809,,77.05,,,,,,,,,,,,,,,
PORTINFERNO1,,77.04,,,,,,,,,,,,,,,
WilliamLeiteSi1,,77.03,,,,,,,,,,,,,,,
Alexand50591353,,77.01,,,,,,,,,,,,,,,
anna_meiroca,,77.01,,,,,,,,,,,,,,,
OctavioLuzRodr1,,77.01,,,,,,,,,,,,,,,
FbioPereiraAmo1,,77.0,,,,,,,,,,,,,,,
gildomq,,76.94,,,,,,,,,,,,,,,
tadeualn,,76.93,,,,,,,,,,,,,,,
alvares_manoel,,76.92,,,,,,,,,,,,,,,
Giserezo,,76.92,,,,,,,,,,,,,,,
severin89414215,,76.92,,,,,,,,,,,,,,,
Hortinho,,76.91,,,,,,,,,,,,,,,
VARELADIREITABR,,76.9,,,,,,,,,,,,,,,
edneide_lima17,,76.9,,,,,,,,,,,,,,,
SoniaAlvares8,,76.9,,,,,,,,,,,,,,,
Sexagenario63,,76.9,,,,,,,,,,,,,,,
AdeilsonBritoO1,,76.9,,,,,,,,,,,,,,,
paulosincerobr,,76.9,,,,,,,,,,,,,,,
edmar118alves,,76.9,,,,,,,,,,,,,,,
rvidamasceno,,76.89,,,,,,,,,,,,,,,
mazinha36945761,,76.89,,,,,,,,,,,,,,,
DomBaruque,,76.89,,,,,,,,,,,,,,,
BonkoskiGregory,,76.88,,,,,,,,,,,,,,,
mundomarto2016,,76.88,,,,,,,,,,,,,,,
EliB27011191,,76.87,,,,,,,,,,,,,,,
PombalAlvaro,,76.87,,,,,,,,,,,,,,,
I_Rincawesky,,76.87,,,,,,,,,,,,,,,
JulioMiyake,,76.84,,,,,,,,,,,,,,,
GersonBarreto66,,76.83,,,,,,,,,,,,,,,
MelkMelquisedec,,76.83,,,,,,,,,,,,,,,
Helena2015sc,,76.81,,,,,,,,,,,,,,,
Andreiatimbo121,,76.8,,,,,,,,,,,,,,,
tarcisioross22,,76.8,,,,,,,,,,,,,,,
29JosiasJunior,,76.8,,,,,,,,,,,,,,,
CARNEEFRIBOI,,76.79,,,,,,,,,,,,,,,
CarlosPassalac1,,76.79,,,,,,,,,,,,,,,
PonteParalela,,76.79,,,,,,,,,,,,,,,
alfredorissato,,76.77,,,,,,,,,,,,,,,
amcoutinho,,76.77,,,,,,,,,,,,,,,
fabioMorumTri,,76.74,,,,,,,,,,,,,,,
BrasilConvicto,,76.74,,,,,,,,,,,,,,,
AdelanteSempre,,76.74,,,,,,,,,,,,,,,
jrbnb4715x,,76.74,,,,,,,,,,,,,,,
Bruno_de_Faveri,,76.74,,,,,,,,,,,,,,,
jammesdeoliveir,,76.73,,,,,,,,,,,,,,,
RosaMaHansen,,76.73,,,,,,,,,,,,,,,
CARLOSBRIGIDO6,,76.72,,,,,,,,,,,,,,,
carraro121170,,76.71,,,,,,,,,,,,,,,
Tacitabh,,76.7,,,,,,,,,,,,,,,
Al_Rodrigues,,76.69,,,,,,,,,,,,,,,
ricardokek,,76.69,,,,,,,,,,,,,,,
CesarSimply,,76.69,,,,,,,,,,,,,,,
regi_nit,,76.68,,,,,,,,,,,,,,,
koji_ussami,,76.67,,,,,,,,,,,,,,,
LANews19,,76.67,,,,,,,,,,,,,,,
RamosAMarcinha,,76.65,,,,,,,,,,,,,,,
ALBINHACM,,76.65,,,,,,,,,,,,,,,
GilbertoBulling,,76.65,,,,,,,,,,,,,,,
Bellynha2022,,76.64,,,,,,,,,,,,,,,
mcordeirobrasil,,76.64,,,,,,,,,,,,,,,
LucianoLcio2,,76.63,,,,,,,,,,,,,,,
HeinzeJoan,,76.63,,,,,,,,,,,,,,,
wilcap1922,,76.63,,,,,,,,,,,,,,,
RafaelAntnioRo2,,76.63,,,,,,,,,,,,,,,
CelsoRa75100180,,76.61,,,,,,,,,,,,,,,
mauriciojmms,,76.6,,,,,,,,,,,,,,,
marcitabsb,,76.6,,,,,,,,,,,,,,,
CinthiaDamico,,76.6,,,,,,,,,,,,,,,
roperappel,,76.6,,,,,,,,,,,,,,,
Gynmises,,76.6,,,,,,,,,,,,,,,
FortunattoDiego,,76.57,,,,,,,,,,,,,,,
gHilmoreira,,76.57,,,,,,,,,,,,,,,
SvenssonSilvia,,76.55,,,,,,,,,,,,,,,
Fabiana23625888,,76.54,,,,,,,,,,,,,,,
ebtrading1,,76.54,,,,,,,,,,,,,,,
sidneide_pinho1,,76.52,,,,,,,,,,,,,,,
cassio7g,,76.51,,,,,,,,,,,,,,,
H_RSoares,,76.51,,,,,,,,,,,,,,,
RenanDeSNunes1,,76.51,,,,,,,,,,,,,,,
Valldossantos66,,76.49,,,,,,,,,,,,,,,
LiliLocc,,76.49,,,,,,,,,,,,,,,
Rafacn10,,76.49,,,,,,,,,,,,,,,
lucas75838704,,76.48,,,,,,,,,,,,,,,
henriquedpcosta,,76.48,,,,,,,,,,,,,,,
GersonFTeles1,,76.48,,,,,,,,,,,,,,,
GuarnierRogerio,,76.46,,,,,,,,,,,,,,,
psycodidaticas,,76.46,,,,,,,,,,,,,,,
MaraDelecrodi,,76.44,,,,,,,,,,,,,,,
FernandoNiman,,76.42,,,,,,,,,,,,,,,
JbfTecnologia,,76.41,,,,,,,,,,,,,,,
DaviOlavo4,,76.41,,,,,,,,,,,,,,,
vinicius_edipo,,76.4,,,,,,,,,,,,,,,
vrivo61,,76.4,,,,,,,,,,,,,,,
ReneSantiago12,,76.39,,,,,,,,,,,,,,,
umbertoluiz1,,76.38,,,,,,,,,,,,,,,
CarlaFaber,,76.37,,,,,,,,,,,,,,,
JulianoJoselop1,,76.36,,,,,,,,,,,,,,,
marcio_patriota,,76.36,,,,,,,,,,,,,,,
Pandemencia00,,76.35,,,,,,,,,,,,,,,
eduardotomazini,,76.35,,,,,,,,,,,,,,,
AmBolsonaro22,,76.34,,,,,,,,,,,,,,,
ankittencap,,76.33,,,,,,,,,,,,,,,
Sepia_Sapien,,76.33,,,,,,,,,,,,,,,
MurcioMello,,76.33,,,,,,,,,,,,,,,
AdelsonAlbuque1,,76.33,,,,,,,,,,,,,,,
JefersonBars,,76.32,,,,,,,,,,,,,,,
SPersuhn,,76.31,,,,,,,,,,,,,,,
jussarampm,,76.29,,,,,,,,,,,,,,,
Dulce09692384,,76.28,,,,,,,,,,,,,,,
APDMauricio,,76.27,,,,,,,,,,,,,,,
Batataquen,,76.27,,,,,,,,,,,,,,,
ariana_carioca,,76.25,,,,,,,,,,,,,,,
cacamelo77,,76.25,,,,,,,,,,,,,,,
Elvis_silva43,,76.23,,,,,,,,,,,,,,,
solangegorges,,76.23,,,,,,,,,,,,,,,
leo_minakawa,,76.22,,,,,,,,,,,,,,,
marciar_camargo,,76.22,,,,,,,,,,,,,,,
Washington8904,,76.22,,,,,,,,,,,,,,,
Francis04523051,,76.21,,,,,,,,,,,,,,,
lafaietebuzo2,,76.21,,,,,,,,,,,,,,,
fabio_fla,,76.21,,,,,,,,,,,,,,,
Tim47401509,,76.19,,,,,,,,,,,,,,,
DcioLuiz10,,76.18,,,,,,,,,,,,,,,
bolsonarowag197,,76.18,,,,,,,,,,,,,,,
yesbrazilcan,,76.18,,,,,,,,,,,,,,,
absbrasil22,,76.18,,,,,,,,,,,,,,,
SimoneMariadeO5,,76.18,,,,,,,,,,,,,,,
carlos_pinotti,,76.18,,,,,,,,,,,,,,,
VovoWerine,,76.17,,,,,,,,,,,,,,,
reesbar12,,76.17,,,,,,,,,,,,,,,
robsonfg,,76.16,,,,,,,,,,,,,,,
VPlaugas,,76.15,,,,,,,,,,,,,,,
M_arcos_Lopes,,76.15,,,,,,,,,,,,,,,
BomEVelhoAlfa,,76.12,,,,,,,,,,,,,,,
EnilsonLopes4,,76.12,,,,,,,,,,,,,,,
gsimoes25,,76.11,,,,,,,,,,,,,,,
patricia_guda,,76.09,,,,,,,,,,,,,,,
FlausinaMariaRa,,76.07,,,,,,,,,,,,,,,
RafaelPander84,,76.07,,,,,,,,,,,,,,,
LuizAcquarone,,76.05,,,,,,,,,,,,,,,
sbckham,,76.03,,,,,,,,,,,,,,,
JoanBarbosadeM1,,76.03,,,,,,,,,,,,,,,
AntonelaLarinha,,76.03,,,,,,,,,,,,,,,
BrasilMfs21,,76.02,,,,,,,,,,,,,,,
wjrcabral,,76.01,,,,,,,,,,,,,,,
ElihLuar,,76.01,,,,,,,,,,,,,,,
AAmericoF,,75.99,,,,,,,,,,,,,,,
KassiaVasconce1,,75.98,,,,,,,,,,,,,,,
JORGEGUERREIRO2,,75.96,,,,,,,,,,,,,,,
maisvalia,,75.96,,,,,,,,,,,,,,,
EdsonBorges1956,,75.94,,,,,,,,,,,,,,,
tio_ed_doidao2,,75.93,,,,,,,,,,,,,,,
Virdwir,,75.9,,,,,,,,,,,,,,,
DonaPatriota,,75.9,,,,,,,,,,,,,,,
nobel_pguedes,,75.9,,,,,,,,,,,,,,,
Shockwave_1968,,75.89,,,,,,,,,,,,,,,
MariPatriotaBR,,75.88,,,,,,,,,,,,,,,
gkadura02,,75.87,,,,,,,,,,,,,,,
J_8_32,,75.85,,,,,,,,,,,,,,,
Adriano123Br,,75.84,,,,,,,,,,,,,,,
barra_livio,,75.84,,,,,,,,,,,,,,,
Andregbp,,75.83,,,,,,,,,,,,,,,
pacefeco,,75.82,,,,,,,,,,,,,,,
19JMBFREITAS52,,75.82,,,,,,,,,,,,,,,
ThemujinK,,75.8,,,,,,,,,,,,,,,
MarcioMF82,,75.74,,,,,,,,,,,,,,,
DrKamiza,,75.74,,,,,,,,,,,,,,,
cartolasuper01,,75.73,,,,,,,,,,,,,,,
carlosecarlos4,,75.73,,,,,,,,,,,,,,,
CarlosCMitchel,,75.73,,,,,,,,,,,,,,,
SilviaMinatti1,,75.73,,,,,,,,,,,,,,,
_rogerslopes,,75.72,,,,,,,,,,,,,,,
meradosurf,,75.72,,,,,,,,,,,,,,,
jockrth,,75.72,,,,,,,,,,,,,,,
IGANSEL1,,75.72,,,,,,,,,,,,,,,
GimenesArg,,75.71,,,,,,,,,,,,,,,
OobvioE,,75.71,,,,,,,,,,,,,,,
picancojari,,75.7,,,,,,,,,,,,,,,
JFlorenciok,,75.7,,,,,,,,,,,,,,,
GeovLuiz,,75.7,,,,,,,,,,,,,,,
PabloLontra,,75.69,,,,,,,,,,,,,,,
ro_barbi,,75.68,,,,,,,,,,,,,,,
PauloCz73093658,,75.68,,,,,,,,,,,,,,,
Pascoaljsan,,75.67,,,,,,,,,,,,,,,
FerreirHermes,,75.66,,,,,,,,,,,,,,,
mariareginagri2,,75.66,,,,,,,,,,,,,,,
Valfrido_Passos,,75.65,,,,,,,,,,,,,,,
TalkeiBrasil,,75.65,,,,,,,,,,,,,,,
FogoEterno1,,75.65,,,,,,,,,,,,,,,
MarteloVerdade,,75.63,,,,,,,,,,,,,,,
olivas777,,75.62,,,,,,,,,,,,,,,
raptigerzen,,75.61,,,,,,,,,,,,,,,
Runner_man,,75.59,,,,,,,,,,,,,,,
RenatoMalvez,,75.58,,,,,,,,,,,,,,,
GuciLaiz,,75.58,,,,,,,,,,,,,,,
Grazioliver1981,,75.58,,,,,,,,,,,,,,,
LucianaSV29,,75.57,,,,,,,,,,,,,,,
AngelaMariaGiu3,,75.56,,,,,,,,,,,,,,,
Cntiasuarez1,,75.54,,,,,,,,,,,,,,,
arielnobrecoach,,75.53,,,,,,,,,,,,,,,
tatuforadotoco,,75.53,,,,,,,,,,,,,,,
keithmoomm,,75.53,,,,,,,,,,,,,,,
LucasFr66959256,,75.53,,,,,,,,,,,,,,,
ZelaoCury,,75.52,,,,,,,,,,,,,,,
robertopunk85,,75.52,,,,,,,,,,,,,,,
daniel79petry,,75.51,,,,,,,,,,,,,,,
JorgeTadeuDeAl1,,75.5,,,,,,,,,,,,,,,
RicardoDSanto11,,75.5,,,,,,,,,,,,,,,
NunesGibbon,,75.49,,,,,,,,,,,,,,,
FlorSerena,,75.48,,,,,,,,,,,,,,,
sevla2011,,75.48,,,,,,,,,,,,,,,
blue_laung,,75.48,,,,,,,,,,,,,,,
oscarmais12,,75.48,,,,,,,,,,,,,,,
ReginhoGamer,,75.47,,,,,,,,,,,,,,,
ManoelAvelino15,,75.46,,,,,,,,,,,,,,,
giuseppeperug10,,75.46,,,,,,,,,,,,,,,
LuisAntonC1206,,75.46,,,,,,,,,,,,,,,
ballibow,,75.46,,,,,,,,,,,,,,,
nininhaalves4,,75.46,,,,,,,,,,,,,,,
AdrielLimadeOl1,,75.45,,,,,,,,,,,,,,,
AlexandradaEnc1,,75.44,,,,,,,,,,,,,,,
SergiordZanella,,75.43,,,,,,,,,,,,,,,
RenatoPPereira1,,75.43,,,,,,,,,,,,,,,
LetsArnold,,75.42,,,,,,,,,,,,,,,
nei_toledo,,75.42,,,,,,,,,,,,,,,
polieleilson,,75.42,,,,,,,,,,,,,,,
mfelipe_am,,75.4,,,,,,,,,,,,,,,
paulodiego01,,75.4,,,,,,,,,,,,,,,
FialhoNorma,,75.4,,,,,,,,,,,,,,,
Anacama52182631,,75.39,,,,,,,,,,,,,,,
Danfox33742456,,75.38,,,,,,,,,,,,,,,
LcioLeo1,,75.38,,,,,,,,,,,,,,,
katiaspaguiar,,75.37,,,,,,,,,,,,,,,
Thiagohovic,,75.37,,,,,,,,,,,,,,,
PauloPC22,,75.37,,,,,,,,,,,,,,,
Fabio_Lemos55,,75.35,,,,,,,,,,,,,,,
Riquinho59,,75.31,,,,,,,,,,,,,,,
aias_alves,,75.31,,,,,,,,,,,,,,,
AdrinaldoDe,,75.3,,,,,,,,,,,,,,,
MariaMelo2010,,75.29,,,,,,,,,,,,,,,
Americaservicos,,75.29,,,,,,,,,,,,,,,
Anjosemasas8,,75.27,,,,,,,,,,,,,,,
RodapeDoPiG,,75.27,,,,,,,,,,,,,,,
brenoalmeisilva,,75.27,,,,,,,,,,,,,,,
mrcsvsbn,,75.26,,,,,,,,,,,,,,,
PauloQuintal7,,75.26,,,,,,,,,,,,,,,
BosqueSouza,,75.26,,,,,,,,,,,,,,,
Rogerio_b_sousa,,75.26,,,,,,,,,,,,,,,
faornelas,,75.25,,,,,,,,,,,,,,,
andre_iack,,75.24,,,,,,,,,,,,,,,
JRached2,,75.24,,,,,,,,,,,,,,,
aguiarmhari,,75.22,,,,,,,,,,,,,,,
Douglasdf769,,75.2,,,,,,,,,,,,,,,
conservatuamae,,75.19,,,,,,,,,,,,,,,
SandrinhaGui,,75.19,,,,,,,,,,,,,,,
Cvallilo,,75.18,,,,,,,,,,,,,,,
caioand89969008,,75.16,,,,,,,,,,,,,,,
Ragnar81852178,,75.15,,,,,,,,,,,,,,,
JosMariaGalvo1,,75.15,,,,,,,,,,,,,,,
Guilher58605019,,75.13,,,,,,,,,,,,,,,
rauberjef,,75.13,,,,,,,,,,,,,,,
Marearaujo2,,75.12,,,,,,,,,,,,,,,
margott1970,,75.11,,,,,,,,,,,,,,,
SoraiaC48964308,,75.11,,,,,,,,,,,,,,,
Trosko13,,75.1,,,,,,,,,,,,,,,
Roberto_eumesmo,,75.1,,,,,,,,,,,,,,,
elizamanilda22,,75.1,,,,,,,,,,,,,,,
GleilsonOficial,,75.1,,,,,,,,,,,,,,,
grazigraziela,,75.1,,,,,,,,,,,,,,,
BigbigLion22,,75.09,,,,,,,,,,,,,,,
aliacaMaBr,,75.08,,,,,,,,,,,,,,,
Ademilsonap1,,75.08,,,,,,,,,,,,,,,
Paulo06466835,,75.08,,,,,,,,,,,,,,,
nilcaravita,,75.08,,,,,,,,,,,,,,,
wellsfontenele,,75.07,,,,,,,,,,,,,,,
joaoeud65541435,,75.06,,,,,,,,,,,,,,,
IvanScavasa2,,75.05,,,,,,,,,,,,,,,
AndreaGama,,75.05,,,,,,,,,,,,,,,
LolaNicolas20,,75.04,,,,,,,,,,,,,,,
agroboybrasil,,75.04,,,,,,,,,,,,,,,
renatoepj,,75.03,,,,,,,,,,,,,,,
Renatinhagnunes,,75.03,,,,,,,,,,,,,,,
Aleandr43805301,,75.0,,,,,,,,,,,,,,,
JaciraCarvalho8,,75.0,,,,,,,,,,,,,,,
CanevariLuiz,,75.0,,,,,,,,,,,,,,,
EdsonTatsch,,75.0,,,,,,,,,,,,,,,
romflima26,,75.0,,,,,,,,,,,,,,,
JasonConserv,,75.0,,,,,,,,,,,,,,,
JovanelliAraujo,,75.0,,,,,,,,,,,,,,,
eso060679,,74.99,,,,,,,,,,,,,,,
MendessLopes,,74.97,,,,,,,,,,,,,,,
AdemirMarin5,,74.97,,,,,,,,,,,,,,,
andream76963591,,74.97,,,,,,,,,,,,,,,
kikoteclado2010,,74.96,,,,,,,,,,,,,,,
MariSteinbach,,74.96,,,,,,,,,,,,,,,
Nana37919747,,74.96,,,,,,,,,,,,,,,
RaulFra62826784,,74.95,,,,,,,,,,,,,,,
FernandesJardas,,74.95,,,,,,,,,,,,,,,
robertaaguia_,,74.95,,,,,,,,,,,,,,,
maurrossantiago,,74.95,,,,,,,,,,,,,,,
sonideia,,74.94,,,,,,,,,,,,,,,
rscosta50,,74.94,,,,,,,,,,,,,,,
ezeramoras1,,74.91,,,,,,,,,,,,,,,
eduardo_sakae,,74.89,,,,,,,,,,,,,,,
JohnnyBolso22,,74.88,,,,,,,,,,,,,,,
zak_rsantos,,74.88,,,,,,,,,,,,,,,
MisaelPReis,,74.88,,,,,,,,,,,,,,,
Penlope85121385,,74.88,,,,,,,,,,,,,,,
BetoPeixoto7,,74.85,,,,,,,,,,,,,,,
NeideMariaLopes,,74.84,,,,,,,,,,,,,,,
c_gevaerd,,74.83,,,,,,,,,,,,,,,
RRvsantos,,74.8,,,,,,,,,,,,,,,
Gabriel39660450,,74.8,,,,,,,,,,,,,,,
MARCELODS44,,74.79,,,,,,,,,,,,,,,
