Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
Jacielsampaio,,74.79,,,,,,,,,,,,,,,
TIAGOCAMPELODE1,,74.78,,,,,,,,,,,,,,,
VeraAlken,,74.76,,,,,,,,,,,,,,,
SilviaA26716173,,74.73,,,,,,,,,,,,,,,
AndradeWilimar,,74.73,,,,,,,,,,,,,,,
SebastioCruz5,,74.73,,,,,,,,,,,,,,,
lbraniak,,74.71,,,,,,,,,,,,,,,
mirtesrios3,,74.7,,,,,,,,,,,,,,,
BagsJovem,,74.7,,,,,,,,,,,,,,,
bujaosuperio,,74.69,,,,,,,,,,,,,,,
sueli11amorim,,74.69,,,,,,,,,,,,,,,
mendoza_lcm,,74.68,,,,,,,,,,,,,,,
nara_lehm,,74.67,,,,,,,,,,,,,,,
Pqdpalazzo,,74.67,,,,,,,,,,,,,,,
Luizsscaixeta,,74.67,,,,,,,,,,,,,,,
RosangelCoelho,,74.67,,,,,,,,,,,,,,,
NormandoBrasil,,74.65,,,,,,,,,,,,,,,
L__U_L__A,,74.65,,,,,,,,,,,,,,,
gandin_juarez,,74.65,,,,,,,,,,,,,,,
BelaClarinda,,74.64,,,,,,,,,,,,,,,
orlandomarts,,74.63,,,,,,,,,,,,,,,
ademilsonradov1,,74.62,,,,,,,,,,,,,,,
Tempo219,,74.62,,,,,,,,,,,,,,,
joao04crvg_,,74.62,,,,,,,,,,,,,,,
FahlLucy,,74.6,,,,,,,,,,,,,,,
camposamd,,74.59,,,,,,,,,,,,,,,
LopesPA7,,74.59,,,,,,,,,,,,,,,
Inception_ideia,,74.57,,,,,,,,,,,,,,,
Ciero60623159,,74.57,,,,,,,,,,,,,,,
MhrAngela,,74.56,,,,,,,,,,,,,,,
marcelohilter81,,74.55,,,,,,,,,,,,,,,
chardsfigueira,,74.55,,,,,,,,,,,,,,,
CICEROALVESFER2,,74.54,,,,,,,,,,,,,,,
dinhoanildo,,74.53,,,,,,,,,,,,,,,
Mariade36692398,,74.51,,,,,,,,,,,,,,,
borges_abdiel,,74.51,,,,,,,,,,,,,,,
BrnVasconcelos,,74.51,,,,,,,,,,,,,,,
JaneFer44441016,,74.51,,,,,,,,,,,,,,,
alequis_oli,,74.5,,,,,,,,,,,,,,,
Giancarlo_APB38,,74.5,,,,,,,,,,,,,,,
mario_vile,,74.5,,,,,,,,,,,,,,,
HebertKiss,,74.49,,,,,,,,,,,,,,,
CassianaCotica,,74.49,,,,,,,,,,,,,,,
Ednaldo61670622,,74.49,,,,,,,,,,,,,,,
moapassos,,74.49,,,,,,,,,,,,,,,
adrigraceg,,74.47,,,,,,,,,,,,,,,
Marcos12Alvi,,74.46,,,,,,,,,,,,,,,
vergonha_stf,,74.45,,,,,,,,,,,,,,,
LuisMorillas9,,74.45,,,,,,,,,,,,,,,
Alexand34760141,,74.42,,,,,,,,,,,,,,,
CarneiroTchesco,,74.41,,,,,,,,,,,,,,,
SirYoshyy,,74.39,,,,,,,,,,,,,,,
wpa_almeida,,74.38,,,,,,,,,,,,,,,
IvoneStanev,,74.36,,,,,,,,,,,,,,,
marcos44valdez,,74.36,,,,,,,,,,,,,,,
leticiaiai,,74.36,,,,,,,,,,,,,,,
FelipeCirinodl2,,74.35,,,,,,,,,,,,,,,
MarkaoAtaide,,74.31,,,,,,,,,,,,,,,
TeresaBlanes,,74.31,,,,,,,,,,,,,,,
CarolCelio,,74.3,,,,,,,,,,,,,,,
Maurilioarruda,,74.28,,,,,,,,,,,,,,,
coppola09625422,,74.27,,,,,,,,,,,,,,,
Two_Jao,,74.26,,,,,,,,,,,,,,,
PapaiTie,,74.26,,,,,,,,,,,,,,,
sil_dleite,,74.24,,,,,,,,,,,,,,,
IWolhmuth,,74.24,,,,,,,,,,,,,,,
luiizjaiime700,,74.24,,,,,,,,,,,,,,,
Del80355138,,74.23,,,,,,,,,,,,,,,
Umbemlegal,,74.21,,,,,,,,,,,,,,,
Merypasti,,74.21,,,,,,,,,,,,,,,
Chuvisco2022,,74.21,,,,,,,,,,,,,,,
sjshelties,,74.21,,,,,,,,,,,,,,,
eliasaffonso2,,74.21,,,,,,,,,,,,,,,
LuizCarlosMagro,,74.2,,,,,,,,,,,,,,,
KatiaUgoagwu,,74.19,,,,,,,,,,,,,,,
Assis46960118,,74.18,,,,,,,,,,,,,,,
Joo74334685,,74.17,,,,,,,,,,,,,,,
CelPacelli,,74.17,,,,,,,,,,,,,,,
LULALADRAOFDP,,74.16,,,,,,,,,,,,,,,
MerconLuis,,74.16,,,,,,,,,,,,,,,
ProtazioGrace,,74.16,,,,,,,,,,,,,,,
papadoctorgyn,,74.15,,,,,,,,,,,,,,,
WyLopes1,,74.14,,,,,,,,,,,,,,,
Kcpbc1,,74.14,,,,,,,,,,,,,,,
KelkeLino,,74.13,,,,,,,,,,,,,,,
lira9344529,,74.12,,,,,,,,,,,,,,,
Roseee2310,,74.12,,,,,,,,,,,,,,,
sergiofidencio,,74.12,,,,,,,,,,,,,,,
BrittoBrit2,,74.12,,,,,,,,,,,,,,,
quintal_claudio,,74.12,,,,,,,,,,,,,,,
ckonsttantin,,74.12,,,,,,,,,,,,,,,
adrianslima_adv,,74.11,,,,,,,,,,,,,,,
MariaRibeirod20,,74.11,,,,,,,,,,,,,,,
Yara_iaia2022,,74.1,,,,,,,,,,,,,,,
SandraRossato9,,74.09,,,,,,,,,,,,,,,
PLiranco,,74.09,,,,,,,,,,,,,,,
CarlosKid007,,74.08,,,,,,,,,,,,,,,
LaizFernanda1,,74.08,,,,,,,,,,,,,,,
PauloFavaro7,,74.06,,,,,,,,,,,,,,,
reginavasco,,74.06,,,,,,,,,,,,,,,
PCShikamaru,,74.04,,,,,,,,,,,,,,,
MarceloBigonha,,74.04,,,,,,,,,,,,,,,
AldorodriguesD,,74.04,,,,,,,,,,,,,,,
HadlerJose,,74.04,,,,,,,,,,,,,,,
Alex76406780,,74.03,,,,,,,,,,,,,,,
jpfilosofia79,,74.02,,,,,,,,,,,,,,,
AdalbertoFreaza,,74.0,,,,,,,,,,,,,,,
delima_lilia,,73.98,,,,,,,,,,,,,,,
facchini_r,,73.98,,,,,,,,,,,,,,,
ricpass374,,73.98,,,,,,,,,,,,,,,
mello_miami,,73.98,,,,,,,,,,,,,,,
grajasbar,,73.97,,,,,,,,,,,,,,,
claudio8marcio,,73.96,,,,,,,,,,,,,,,
jeftershinobi,,73.96,,,,,,,,,,,,,,,
JoseNunesAndra1,,73.96,,,,,,,,,,,,,,,
michelineandra7,,73.96,,,,,,,,,,,,,,,
Videversus,,73.95,,,,,,,,,,,,,,,
sandrofb,,73.94,,,,,,,,,,,,,,,
fcdiogo61,,73.94,,,,,,,,,,,,,,,
AlbaValdes11,,73.94,,,,,,,,,,,,,,,
dhvmrs,,73.94,,,,,,,,,,,,,,,
Vambert09591925,,73.92,,,,,,,,,,,,,,,
caco61635607,,73.92,,,,,,,,,,,,,,,
PedroPSantos5,,73.92,,,,,,,,,,,,,,,
seperonomucho,,73.91,,,,,,,,,,,,,,,
alciopitt2,,73.91,,,,,,,,,,,,,,,
fernandogmelo70,,73.9,,,,,,,,,,,,,,,
drewfamilyone,,73.89,,,,,,,,,,,,,,,
Eduardo7Alencar,,73.87,,,,,,,,,,,,,,,
AnnimoDaSilva19,,73.86,,,,,,,,,,,,,,,
carlos_cag,,73.85,,,,,,,,,,,,,,,
leiladas50,,73.85,,,,,,,,,,,,,,,
Pnd22Daniel,,73.85,,,,,,,,,,,,,,,
euvaldojr,,73.84,,,,,,,,,,,,,,,
claudiojospere3,,73.83,,,,,,,,,,,,,,,
EduardoCasare64,,73.83,,,,,,,,,,,,,,,
ColellaRicardo,,73.83,,,,,,,,,,,,,,,
pessoa_eptacio,,73.83,,,,,,,,,,,,,,,
luiz_scapechi,,73.81,,,,,,,,,,,,,,,
NeyFGalvao,,73.81,,,,,,,,,,,,,,,
romenez_429,,73.81,,,,,,,,,,,,,,,
JulianaStraman1,,73.8,,,,,,,,,,,,,,,
EuSoouNinna,,73.79,,,,,,,,,,,,,,,
car_rossi77,,73.79,,,,,,,,,,,,,,,
MaiaFora,,73.77,,,,,,,,,,,,,,,
RaisRonan,,73.77,,,,,,,,,,,,,,,
nelsontildro,,73.77,,,,,,,,,,,,,,,
TorchDay,,73.76,,,,,,,,,,,,,,,
clauluvisoared,,73.76,,,,,,,,,,,,,,,
Deuspatriafami2,,73.76,,,,,,,,,,,,,,,
CinthyaMilhome1,,73.76,,,,,,,,,,,,,,,
Marciodesanto,,73.74,,,,,,,,,,,,,,,
cleuton_santos,,73.74,,,,,,,,,,,,,,,
rosyfarias,,73.73,,,,,,,,,,,,,,,
FreitasDanuza,,73.72,,,,,,,,,,,,,,,
EmbaixadordoMS,,73.72,,,,,,,,,,,,,,,
andr_has,,73.7,,,,,,,,,,,,,,,
F0Vieira,,73.69,,,,,,,,,,,,,,,
ComCafe22,,73.68,,,,,,,,,,,,,,,
ZBento16,,73.68,,,,,,,,,,,,,,,
Deco55823382,,73.67,,,,,,,,,,,,,,,
Alfredo63713917,,73.66,,,,,,,,,,,,,,,
juniorrep,,73.66,,,,,,,,,,,,,,,
GuilhermeStif15,,73.66,,,,,,,,,,,,,,,
Zahyr15,,73.66,,,,,,,,,,,,,,,
horas_nl,,73.65,,,,,,,,,,,,,,,
combari_rafael,,73.65,,,,,,,,,,,,,,,
AnaNeryde,,73.63,,,,,,,,,,,,,,,
LucineiaGalera,,73.63,,,,,,,,,,,,,,,
Gilsonpatriota,,73.63,,,,,,,,,,,,,,,
pcn1965,,73.62,,,,,,,,,,,,,,,
Edmuniz63,,73.62,,,,,,,,,,,,,,,
AngeloD63539168,,73.61,,,,,,,,,,,,,,,
driaSoares6,,73.61,,,,,,,,,,,,,,,
Edx2017,,73.61,,,,,,,,,,,,,,,
laurayuby3,,73.61,,,,,,,,,,,,,,,
SuzipgGomes,,73.61,,,,,,,,,,,,,,,
juaguirre_,,73.61,,,,,,,,,,,,,,,
BrunoMisael9,,73.6,,,,,,,,,,,,,,,
Adrirj88,,73.59,,,,,,,,,,,,,,,
macieldaniel,,73.58,,,,,,,,,,,,,,,
roberto_figa,,73.57,,,,,,,,,,,,,,,
Marcosh26712288,,73.56,,,,,,,,,,,,,,,
Marrynrose,,73.55,,,,,,,,,,,,,,,
AngelBetwin,,73.55,,,,,,,,,,,,,,,
PenteadoMara,,73.55,,,,,,,,,,,,,,,
GAlexandretm,,73.54,,,,,,,,,,,,,,,
carlos_reliquia,,73.54,,,,,,,,,,,,,,,
Juliano_Daena,,73.54,,,,,,,,,,,,,,,
SANDRALUCIAGON8,,73.53,,,,,,,,,,,,,,,
MarlyQueiroz4,,73.53,,,,,,,,,,,,,,,
GilSobralCaeta1,,73.51,,,,,,,,,,,,,,,
wiltonjunior65,,73.51,,,,,,,,,,,,,,,
rickcarvalho007,,73.5,,,,,,,,,,,,,,,
startboarding1,,73.5,,,,,,,,,,,,,,,
pegasus_digital,,73.5,,,,,,,,,,,,,,,
fla26simoes,,73.48,,,,,,,,,,,,,,,
MarioLGranado,,73.48,,,,,,,,,,,,,,,
RosaneDosReisM2,,73.46,,,,,,,,,,,,,,,
SergioPMiranda,,73.46,,,,,,,,,,,,,,,
fortran007,,73.46,,,,,,,,,,,,,,,
LaurenioMatos,,73.46,,,,,,,,,,,,,,,
lucian_amaral,,73.45,,,,,,,,,,,,,,,
SilvaOWemerson1,,73.45,,,,,,,,,,,,,,,
Elro222022,,73.45,,,,,,,,,,,,,,,
Soberanacomenta,,73.43,,,,,,,,,,,,,,,
JrsmMelo,,73.43,,,,,,,,,,,,,,,
DomingosGaleaz2,,73.42,,,,,,,,,,,,,,,
Francis97434062,,73.42,,,,,,,,,,,,,,,
Guilher10766480,,73.41,,,,,,,,,,,,,,,
DaniloQuintela2,,73.4,,,,,,,,,,,,,,,
LOURDESMARCHI4,,73.4,,,,,,,,,,,,,,,
FronteiraRealm,,73.4,,,,,,,,,,,,,,,
MussatoEliana,,73.4,,,,,,,,,,,,,,,
lamego_glorinha,,73.4,,,,,,,,,,,,,,,
JBlackthorne76,,73.38,,,,,,,,,,,,,,,
AndreSampaioNeo,,73.38,,,,,,,,,,,,,,,
DrGus_Oliveira,,73.36,,,,,,,,,,,,,,,
EloisioAyres,,73.36,,,,,,,,,,,,,,,
daniel_aqno,,73.35,,,,,,,,,,,,,,,
CEscarpari,,73.34,,,,,,,,,,,,,,,
jair_mitto,,73.34,,,,,,,,,,,,,,,
claus_homar,,73.34,,,,,,,,,,,,,,,
mariosergiovipe,,73.34,,,,,,,,,,,,,,,
TenenteSLima,,73.33,,,,,,,,,,,,,,,
sandrofloripa,,73.33,,,,,,,,,,,,,,,
filotefalus,,73.33,,,,,,,,,,,,,,,
marthalvsmith,,73.32,,,,,,,,,,,,,,,
AlziraAlzira3,,73.32,,,,,,,,,,,,,,,
FranciscoGlauc9,,73.32,,,,,,,,,,,,,,,
Eng_Aquino,,73.31,,,,,,,,,,,,,,,
aroldo_natalino,,73.3,,,,,,,,,,,,,,,
ZECAGRAVA1,,73.3,,,,,,,,,,,,,,,
JooAvelinoFilho,,73.3,,,,,,,,,,,,,,,
VieiraCol,,73.29,,,,,,,,,,,,,,,
AbrahaoVera,,73.26,,,,,,,,,,,,,,,
ielleao,,73.25,,,,,,,,,,,,,,,
MartiniCida,,73.24,,,,,,,,,,,,,,,
LuizMarioLMPG,,73.24,,,,,,,,,,,,,,,
Rinaldo76269582,,73.22,,,,,,,,,,,,,,,
SissyRibs,,73.21,,,,,,,,,,,,,,,
EdnesPinheiro,,73.21,,,,,,,,,,,,,,,
NeuseliTrindade,,73.2,,,,,,,,,,,,,,,
SarateLennon,,73.18,,,,,,,,,,,,,,,
SandraM42846735,,73.17,,,,,,,,,,,,,,,
davidrk65,,73.15,,,,,,,,,,,,,,,
EsterMarcante,,73.13,,,,,,,,,,,,,,,
NarittoHelias,,73.09,,,,,,,,,,,,,,,
everaldobaptis2,,73.07,,,,,,,,,,,,,,,
alebarros18,,73.07,,,,,,,,,,,,,,,
Fernand14262831,,73.06,,,,,,,,,,,,,,,
MariaGa72567549,,73.03,,,,,,,,,,,,,,,
APC_Eddie,,73.03,,,,,,,,,,,,,,,
Leahighlander,,73.02,,,,,,,,,,,,,,,
tassiamayumi,,73.01,,,,,,,,,,,,,,,
RabahFauze,,73.01,,,,,,,,,,,,,,,
Dra_Rogeria,,73.01,,,,,,,,,,,,,,,
Leonard43252075,,72.98,,,,,,,,,,,,,,,
lindalvamd2,,72.98,,,,,,,,,,,,,,,
mathiaspereira0,,72.97,,,,,,,,,,,,,,,
Rosange75285826,,72.97,,,,,,,,,,,,,,,
JosCarl67504303,,72.96,,,,,,,,,,,,,,,
InterAtivoSCI,,72.96,,,,,,,,,,,,,,,
paulotnm,,72.95,,,,,,,,,,,,,,,
KazuTec1,,72.94,,,,,,,,,,,,,,,
SaraSwatiDevi09,,72.94,,,,,,,,,,,,,,,
Sergiodireita22,,72.94,,,,,,,,,,,,,,,
ravache_sylvia,,72.94,,,,,,,,,,,,,,,
NinaStorrer,,72.93,,,,,,,,,,,,,,,
leobarbastefano,,72.93,,,,,,,,,,,,,,,
PessiniH,,72.89,,,,,,,,,,,,,,,
Marcelo_Tecfal,,72.88,,,,,,,,,,,,,,,
Ed_Angonese,,72.88,,,,,,,,,,,,,,,
mcvrp60,,72.87,,,,,,,,,,,,,,,
DanaButlerr,,72.87,,,,,,,,,,,,,,,
MonteiroBergson,,72.86,,,,,,,,,,,,,,,
calais_juliana,,72.85,,,,,,,,,,,,,,,
linharesmll,,72.85,,,,,,,,,,,,,,,
Marcusjundiai,,72.85,,,,,,,,,,,,,,,
RevivingBr,,72.83,,,,,,,,,,,,,,,
guigm11,,72.82,,,,,,,,,,,,,,,
SouzaDi14878179,,72.82,,,,,,,,,,,,,,,
Claudio89647469,,72.81,,,,,,,,,,,,,,,
ReginaCeliaBia1,,72.8,,,,,,,,,,,,,,,
FranoisRendeCh4,,72.8,,,,,,,,,,,,,,,
RobsonLeiteofc,,72.8,,,,,,,,,,,,,,,
Prodigo10Filho,,72.8,,,,,,,,,,,,,,,
marcelorcbf,,72.78,,,,,,,,,,,,,,,
devtrabalhista,,72.77,,,,,,,,,,,,,,,
neno_sp_br2022,,72.77,,,,,,,,,,,,,,,
GizelsonM,,72.76,,,,,,,,,,,,,,,
Heneyda,,72.76,,,,,,,,,,,,,,,
rocan_bhj,,72.76,,,,,,,,,,,,,,,
Vieira2La,,72.75,,,,,,,,,,,,,,,
LuizCLeon1,,72.74,,,,,,,,,,,,,,,
C_Gomesstylw,,72.7,,,,,,,,,,,,,,,
RodrigoLavra,,72.69,,,,,,,,,,,,,,,
glad66stone,,72.69,,,,,,,,,,,,,,,
Lili2022lili1,,72.68,,,,,,,,,,,,,,,
padmachoden7,,72.68,,,,,,,,,,,,,,,
eliasabouhala,,72.66,,,,,,,,,,,,,,,
UhrynJose,,72.66,,,,,,,,,,,,,,,
botinhao,,72.65,,,,,,,,,,,,,,,
fadinha221,,72.64,,,,,,,,,,,,,,,
MelisieLuisa,,72.63,,,,,,,,,,,,,,,
goncalvesh15,,72.63,,,,,,,,,,,,,,,
DaviAmo85141728,,72.63,,,,,,,,,,,,,,,
elizabethsodre,,72.61,,,,,,,,,,,,,,,
JussaraAnderso6,,72.61,,,,,,,,,,,,,,,
Fernandobvb1,,72.6,,,,,,,,,,,,,,,
SabinoRichelson,,72.59,,,,,,,,,,,,,,,
denisisis2504,,72.59,,,,,,,,,,,,,,,
casinharatbike,,72.59,,,,,,,,,,,,,,,
PenhaAuri,,72.58,,,,,,,,,,,,,,,
macariogforte,,72.56,,,,,,,,,,,,,,,
mullerjlucio,,72.55,,,,,,,,,,,,,,,
andersonazcosta,,72.54,,,,,,,,,,,,,,,
Liliancpq,,72.54,,,,,,,,,,,,,,,
Gatinho18337066,,72.53,,,,,,,,,,,,,,,
LFelipeArruda,,72.52,,,,,,,,,,,,,,,
Ricardo79193124,,72.51,,,,,,,,,,,,,,,
africa_eduardo,,72.51,,,,,,,,,,,,,,,
D79Richard,,72.47,,,,,,,,,,,,,,,
PauloLucindo1,,72.47,,,,,,,,,,,,,,,
susibatista2,,72.45,,,,,,,,,,,,,,,
PauloRobertoMS4,,72.45,,,,,,,,,,,,,,,
Cleytonjk_,,72.45,,,,,,,,,,,,,,,
AdrianaABLSa,,72.44,,,,,,,,,,,,,,,
Mariada69983201,,72.41,,,,,,,,,,,,,,,
MariaClaudiaTe7,,72.39,,,,,,,,,,,,,,,
GouveiaTony,,72.39,,,,,,,,,,,,,,,
Sidnei_Scapin,,72.39,,,,,,,,,,,,,,,
neylopesmachado,,72.38,,,,,,,,,,,,,,,
SilviaTMendona1,,72.38,,,,,,,,,,,,,,,
Campos_Rafael28,,72.37,,,,,,,,,,,,,,,
Gil1404,,72.36,,,,,,,,,,,,,,,
spfceuteamo2021,,72.36,,,,,,,,,,,,,,,
lianeredo,,72.36,,,,,,,,,,,,,,,
Roskild,,72.36,,,,,,,,,,,,,,,
MOISESEOMONOTE1,,72.35,,,,,,,,,,,,,,,
cec61hbr,,72.33,,,,,,,,,,,,,,,
DeisiValentim,,72.32,,,,,,,,,,,,,,,
Coronel_Mills,,72.31,,,,,,,,,,,,,,,
RogerioAgertt,,72.31,,,,,,,,,,,,,,,
talita_nu,,72.3,,,,,,,,,,,,,,,
everson_lp,,72.29,,,,,,,,,,,,,,,
RamonVillasana7,,72.29,,,,,,,,,,,,,,,
adriana_foltran,,72.29,,,,,,,,,,,,,,,
AntnioLuizdeOl2,,72.28,,,,,,,,,,,,,,,
CENACARIOCA2,,72.27,,,,,,,,,,,,,,,
WaldineeyO,,72.25,,,,,,,,,,,,,,,
luiz_cople,,72.24,,,,,,,,,,,,,,,
BravaGente100,,72.23,,,,,,,,,,,,,,,
MarcoABraun,,72.23,,,,,,,,,,,,,,,
PatriotadeCopa,,72.22,,,,,,,,,,,,,,,
CostaReservista,,72.22,,,,,,,,,,,,,,,
Fa30615261,,72.21,,,,,,,,,,,,,,,
EliabeMz,,72.21,,,,,,,,,,,,,,,
RGuartieri,,72.2,,,,,,,,,,,,,,,
GoesOdila,,72.2,,,,,,,,,,,,,,,
Jon29235197,,72.19,,,,,,,,,,,,,,,
carlosrpgarcia,,72.19,,,,,,,,,,,,,,,
kawanybony,,72.18,,,,,,,,,,,,,,,
flabynight,,72.18,,,,,,,,,,,,,,,
francis12231107,,72.17,,,,,,,,,,,,,,,
GugaNasciment22,,72.16,,,,,,,,,,,,,,,
silvialopes2101,,72.15,,,,,,,,,,,,,,,
RemoFilho,,72.15,,,,,,,,,,,,,,,
zilda_dsa,,72.15,,,,,,,,,,,,,,,
angelamariazach,,72.15,,,,,,,,,,,,,,,
EdilairAntunes,,72.15,,,,,,,,,,,,,,,
jpaivaneto_,,72.15,,,,,,,,,,,,,,,
suziMM10,,72.15,,,,,,,,,,,,,,,
zoioelivia4,,72.14,,,,,,,,,,,,,,,
Martins_TiagoF,,72.14,,,,,,,,,,,,,,,
jubileu7373,,72.13,,,,,,,,,,,,,,,
ElianeAlfano,,72.13,,,,,,,,,,,,,,,
AudeniDe,,72.13,,,,,,,,,,,,,,,
wmrochafotoarte,,72.13,,,,,,,,,,,,,,,
LiciaCosta52,,72.13,,,,,,,,,,,,,,,
morengueira_edu,,72.11,,,,,,,,,,,,,,,
Kleber_Bra2010,,72.1,,,,,,,,,,,,,,,
Livia_Fs,,72.09,,,,,,,,,,,,,,,
guerreiro_da_ba,,72.09,,,,,,,,,,,,,,,
valdecigiovana2,,72.09,,,,,,,,,,,,,,,
aspasia_maria,,72.08,,,,,,,,,,,,,,,
pina_biapina,,72.07,,,,,,,,,,,,,,,
sergioninov,,72.07,,,,,,,,,,,,,,,
Gomes_Johnny22,,72.04,,,,,,,,,,,,,,,
Rodrigo64679099,,72.03,,,,,,,,,,,,,,,
RubensDaviPaix1,,72.03,,,,,,,,,,,,,,,
HermesDaSilvaR1,,72.03,,,,,,,,,,,,,,,
betobhering48,,72.02,,,,,,,,,,,,,,,
DeboradeLimaGo1,,72.01,,,,,,,,,,,,,,,
CrastechiniJose,,72.01,,,,,,,,,,,,,,,
ebragarjr2010,,72.01,,,,,,,,,,,,,,,
renivandro,,72.0,,,,,,,,,,,,,,,
semcria43495195,,72.0,,,,,,,,,,,,,,,
torcedorcomenta,,72.0,,,,,,,,,,,,,,,
mariada81030561,,71.99,,,,,,,,,,,,,,,
Mabela98972386,,71.98,,,,,,,,,,,,,,,
sp_rosely,,71.98,,,,,,,,,,,,,,,
liseti_barreto,,71.97,,,,,,,,,,,,,,,
RosangelaScher7,,71.97,,,,,,,,,,,,,,,
toninhocalomino,,71.96,,,,,,,,,,,,,,,
roberto_ruiz_hb,,71.95,,,,,,,,,,,,,,,
45noslida,,71.93,,,,,,,,,,,,,,,
Leguepr,,71.93,,,,,,,,,,,,,,,
CegoSincero,,71.92,,,,,,,,,,,,,,,
AnaCosta7922,,71.92,,,,,,,,,,,,,,,
salve_spfc_3,,71.91,,,,,,,,,,,,,,,
lukinhalopes32,,71.89,,,,,,,,,,,,,,,
Jrassis22,,71.89,,,,,,,,,,,,,,,
Alex_Lopes_74,,71.85,,,,,,,,,,,,,,,
FournierCezar,,71.84,,,,,,,,,,,,,,,
Alecarvbrasil,,71.84,,,,,,,,,,,,,,,
CesarHanneman,,71.84,,,,,,,,,,,,,,,
alexandre_carle,,71.84,,,,,,,,,,,,,,,
ElizeuNunes16,,71.84,,,,,,,,,,,,,,,
AloisioEckert,,71.84,,,,,,,,,,,,,,,
antoniomazzuran,,71.84,,,,,,,,,,,,,,,
HudsonSantoXime,,71.84,,,,,,,,,,,,,,,
Jeff_RMMendes,,71.84,,,,,,,,,,,,,,,
SabinoGregorini,,71.84,,,,,,,,,,,,,,,
SrgioSoaresDi10,,71.84,,,,,,,,,,,,,,,
maxwel_machado,,71.84,,,,,,,,,,,,,,,
Mineirobelezag1,,71.83,,,,,,,,,,,,,,,
SilasSena17,,71.82,,,,,,,,,,,,,,,
SilvioLdeO,,71.82,,,,,,,,,,,,,,,
omarsantos9010,,71.81,,,,,,,,,,,,,,,
goianogg69,,71.79,,,,,,,,,,,,,,,
Jacksonfilhon,,71.79,,,,,,,,,,,,,,,
liberal_22rs,,71.79,,,,,,,,,,,,,,,
airton_nobrega,,71.79,,,,,,,,,,,,,,,
GilvaldoOlivei3,,71.78,,,,,,,,,,,,,,,
taniamartinsbel,,71.78,,,,,,,,,,,,,,,
CiroPereiradaS1,,71.77,,,,,,,,,,,,,,,
amarjorie01,,71.76,,,,,,,,,,,,,,,
tarsorosa1,,71.76,,,,,,,,,,,,,,,
LourdesEccher,,71.76,,,,,,,,,,,,,,,
mcarvalhogestao,,71.74,,,,,,,,,,,,,,,
LandinhoPaulo,,71.72,,,,,,,,,,,,,,,
FernandoPclinea,,71.7,,,,,,,,,,,,,,,
Robimleg,,71.7,,,,,,,,,,,,,,,
JorgeAloice,,71.68,,,,,,,,,,,,,,,
ElisangelaTabo3,,71.68,,,,,,,,,,,,,,,
IronLadyro,,71.67,,,,,,,,,,,,,,,
isvi_guimaraes,,71.66,,,,,,,,,,,,,,,
twitnos,,71.65,,,,,,,,,,,,,,,
rsilvaroberto2,,71.65,,,,,,,,,,,,,,,
liestrues,,71.65,,,,,,,,,,,,,,,
Rothero5,,71.64,,,,,,,,,,,,,,,
UilsonAntonio,,71.64,,,,,,,,,,,,,,,
suba_karen,,71.64,,,,,,,,,,,,,,,
Ge_JuniorBr,,71.64,,,,,,,,,,,,,,,
Giganotosauro,,71.62,,,,,,,,,,,,,,,
Ale_Bolsonaro,,71.62,,,,,,,,,,,,,,,
ErinaldoMorais7,,71.62,,,,,,,,,,,,,,,
Thatycols,,71.6,,,,,,,,,,,,,,,
selcunha,,71.59,,,,,,,,,,,,,,,
pedrop_pb,,71.59,,,,,,,,,,,,,,,
josepereira8002,,71.57,,,,,,,,,,,,,,,
DelcyDias2,,71.56,,,,,,,,,,,,,,,
moacirleal51,,71.51,,,,,,,,,,,,,,,
IRISGENA,,71.51,,,,,,,,,,,,,,,
Alevillela9,,71.51,,,,,,,,,,,,,,,
linJunior11,,71.5,,,,,,,,,,,,,,,
jcSAdv268269,,71.49,,,,,,,,,,,,,,,
ChucaElida,,71.49,,,,,,,,,,,,,,,
LucianoAutos,,71.49,,,,,,,,,,,,,,,
PolleRique,,71.48,,,,,,,,,,,,,,,
lucasfr77961327,,71.47,,,,,,,,,,,,,,,
eng_carlosr,,71.47,,,,,,,,,,,,,,,
jozhebuzo,,71.47,,,,,,,,,,,,,,,
IaradeAzevedom1,,71.46,,,,,,,,,,,,,,,
dfilipef,,71.41,,,,,,,,,,,,,,,
Cleodomilson,,71.4,,,,,,,,,,,,,,,
soniataruma,,71.4,,,,,,,,,,,,,,,
SergioSouCosta,,71.39,,,,,,,,,,,,,,,
AmaralHaro,,71.39,,,,,,,,,,,,,,,
AdailtonBolson2,,71.37,,,,,,,,,,,,,,,
paulojosias2,,71.37,,,,,,,,,,,,,,,
AlexBBLanches,,71.37,,,,,,,,,,,,,,,
DelmiraMathias,,71.36,,,,,,,,,,,,,,,
JonhMilleer,,71.35,,,,,,,,,,,,,,,
kas_fernando,,71.32,,,,,,,,,,,,,,,
grayce_inacio,,71.31,,,,,,,,,,,,,,,
ACPatrizzi,,71.31,,,,,,,,,,,,,,,
MarliFerreiraBo,,71.31,,,,,,,,,,,,,,,
brunorechden,,71.29,,,,,,,,,,,,,,,
